"Habit","Observation_ID","Observation_Label","PlotPlant_ID","AcTaxon","Genus","specific_epithet","subsp","var","Module","Submodule","Field","f1","f2","f3","Shrub","s1","s2","s3","Subcanopy","scf","scs1","scs2","scs3","sct1","sct2","sct3","Tree","tf","ts1","ts2","ts3","t1","t2","t3","t4","diam10cmCount","hourstamp","Transect_Position","BA","Biomass","Fmin","Fmax","Smin","Smax","SCmin","SCmax","Tmin","Tmax","Original_Field","Original_Shrub","Original_Subcanopy","Original_Tree","Dmin","Dmax","Hmin","Hmax","Simple"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.SEAll.Schoenoplectus.acutus..","Schoenoplectus acutus","Schoenoplectus","acutus",NA,NA,"SE","All",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082716.37,0,NA,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NWA.Carex.stipata..","Carex stipata","Carex","stipata",NA,NA,"NW","A",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083111.31,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.30","DSP RR3","GRR.GJS.2015.30.SEAll.Elymus.virginicus..","Elymus virginicus","Elymus","virginicus",NA,NA,"SE","All",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021114.29,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.SWAll.Juncus.dudleyi..","Juncus dudleyi","Juncus","dudleyi",NA,NA,"SW","All",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082716.52,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.SWA.Carex.stricta..","Carex stricta","Carex","stricta",NA,NA,"SW","A",75.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021614.15,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,20,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2012.23","S12053101","GRR.GJS.2012.23.AllAll.Carex.stricta..","Carex stricta","Carex","stricta",NA,NA,"All","All",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012101211,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.SWAll.Bromus.ciliatus..","Bromus ciliatus","Bromus","ciliatus",NA,NA,"SW","All",6.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021614.19,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.28","DSP ER3","GRR.GJS.2015.28.SWAll.Phalaris.arundinacea..","Phalaris arundinacea","Phalaris","arundinacea",NA,NA,"SW","All",6.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082512,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.29","DSP RR2","GRR.GJS.2015.29.NWA.Phalaris.arundinacea..","Phalaris arundinacea","Phalaris","arundinacea",NA,NA,"NW","A",100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015091008.53,0,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2018.4","gs20180816.02","GRR.GJS.2018.4.AllAll.Carex.stipata..","Carex stipata","Carex","stipata",NA,NA,"All","All",1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018082414.43,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2018.3","gs20180816.01","GRR.GJS.2018.3.AllAll.Leersia.virginica..","Leersia virginica","Leersia","virginica",NA,NA,"All","All",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018082414.35,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2018.14","gs20180813.03","GRR.GJS.2018.14.AllAll.Carex.lupulina..","Carex lupulina","Carex","lupulina",NA,NA,"All","All",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018082713.45,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.29","DSP RR2","GRR.GJS.2015.29.SWA.Phalaris.arundinacea..","Phalaris arundinacea","Phalaris","arundinacea",NA,NA,"SW","A",100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015091008.5,0,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.NEA.Eleocharis.elliptica..","Eleocharis elliptica","Eleocharis","elliptica",NA,NA,"NE","A",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082715.53,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2016.59","2016MI045005","GRR.GJS.2016.59.AllAll.Typha.angustifolia..","Typha angustifolia","Typha","angustifolia",NA,NA,"All","All",52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016111413.45,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2020.14","s20200701.01","GRR.GJS.2020.14.AllAll.Carex.aquatilis..","Carex aquatilis","Carex","aquatilis",NA,NA,"All","All",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020070214.59,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA,1,"Graminoid"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.NWA.Glyceria.striata..","Glyceria striata","Glyceria","striata",NA,NA,"NW","A",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082716.58,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.2011.GJS.12","Barry County - Houghton swamp","GRR.2011.GJS.12.All.All.Carex.comosa..","Carex comosa","Carex","comosa",NA,NA,"All","All",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2011072616,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NEAll.Elymus.hystrix..","Elymus hystrix","Elymus","hystrix",NA,NA,"NE","All",0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082816.23,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,0.5,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.NWAll.Eleocharis.erythropoda..","Eleocharis palustris","Eleocharis","erythropoda",NA,NA,"NW","All",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082717.02,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.NWAll.Juncus.nodosus..","Juncus nodosus","Juncus","nodosus",NA,NA,"NW","All",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082717.02,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.SEA.Carex.hystericina..","Carex hystericina","Carex","hystericina",NA,NA,"SE","A",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082716.22,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.30","DSP RR3","GRR.GJS.2015.30.NWA.Leersia.oryzoides..","Leersia oryzoides","Leersia","oryzoides",NA,NA,"NW","A",70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021114.52,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.20","DSP RF1","GRR.GJS.2015.20.NWAll.Leersia.oryzoides..","Leersia oryzoides","Leersia","oryzoides",NA,NA,"NW","All",13.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082614.02,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,20,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.SEA.Eleocharis.erythropoda..","Eleocharis palustris","Eleocharis","erythropoda",NA,NA,"SE","A",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082716.25,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.SEAll.Juncus.brachycephalus..","Juncus brachycephalus","Juncus","brachycephalus",NA,NA,"SE","All",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082716.31,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2019.13","s20190820.04","GRR.GJS.2019.13.AllAll.Phalaris.arundinacea..","Phalaris arundinacea","Phalaris","arundinacea",NA,NA,"All","All",0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019101110.38,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,1,"Graminoid"
"HGC2","GRR.2011.GJS.12","Barry County - Houghton swamp","GRR.2011.GJS.12.All.All.Typha.latifolia..","Typha latifolia","Typha","latifolia",NA,NA,"All","All",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2011072713,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NWA.Glyceria.striata..","Glyceria striata","Glyceria","striata",NA,NA,"NW","A",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083112.56,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2020.16","s20200710.02","GRR.GJS.2020.16.AllAll.Calamagrostis.stricta..","Calamagrostis stricta","Calamagrostis","stricta",NA,NA,"All","All",2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020071410.07,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,1,"Graminoid"
"HGC2","GRR.GJS.2015.30","DSP RR3","GRR.GJS.2015.30.SEAll.Typha.angustifolia..","Typha angustifolia","Typha","angustifolia",NA,NA,"SE","All",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021114.18,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2017.8","es20170731.02","GRR.GJS.2017.8.AllAll.Carex.bromoides..","Carex bromoides","Carex","bromoides",NA,NA,"All","All",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2017080413.1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.NEAll.Scirpus.atrovirens..","Scirpus atrovirens","Scirpus","atrovirens",NA,NA,"NE","All",0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090313.39,0,NA,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2019.22","s20190701.01","GRR.GJS.2019.22.AllAll.Carex.vulpinoidea..","Carex vulpinoidea","Carex","vulpinoidea",NA,NA,"All","All",0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019121008.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2018.5","gs20180816.03","GRR.GJS.2018.5.AllAll.Carex.rosea..","Carex rosea","Carex","rosea",NA,NA,"All","All",6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018082414.47,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2012.31","S12060701","GRR.GJS.2012.31.AllAll.Eleocharis.elliptica..","Eleocharis elliptica","Eleocharis","elliptica",NA,NA,"All","All",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012102509,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.27","DSP ER1","GRR.GJS.2015.27.NWAll.Scirpus.cyperinus..","Scirpus cyperinus","Scirpus","cyperinus",NA,NA,"NW","All",0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082414,0,NA,0,1,1.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.NEAll.Carex.pellita..","Carex pellita","Carex","pellita",NA,NA,"NE","All",1.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021611.5,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SEAll.Carex.gracillima..","Carex gracillima","Carex","gracillima",NA,NA,"SE","All",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082816.49,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.SEAll.Carex.stricta..","Carex stricta","Carex","stricta",NA,NA,"SE","All",0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090315.15,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SEAll.Carex.lacustris..","Carex lacustris","Carex","lacustris",NA,NA,"SE","All",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082816.58,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SEAll.Glyceria.striata..","Glyceria striata","Glyceria","striata",NA,NA,"SE","All",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082817.18,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.NEAll.Carex.stipata..","Carex stipata","Carex","stipata",NA,NA,"NE","All",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090214.52,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.NEAll.Carex.leptalea..","Carex leptalea","Carex","leptalea",NA,NA,"NE","All",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090311.47,0,NA,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.30","DSP RR3","GRR.GJS.2015.30.NWAll.Carex.cristatella..","Carex cristatella","Carex","cristatella",NA,NA,"NW","All",0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021115.04,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.SEA.Typha.angustifolia..","Typha angustifolia","Typha","angustifolia",NA,NA,"SE","A",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082716.21,0,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.28","DSP ER3","GRR.GJS.2015.28.NEA.Phalaris.arundinacea..","Phalaris arundinacea","Phalaris","arundinacea",NA,NA,"NE","A",38.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082511,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,30,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.SEAll.Scirpus.cyperinus..","Scirpus cyperinus","Scirpus","cyperinus",NA,NA,"SE","All",0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090315.11,0,NA,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.SEAll.Cladium.mariscoides..","Cladium mariscoides","Cladium","mariscoides",NA,NA,"SE","All",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082716.36,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.30","DSP RR3","GRR.GJS.2015.30.NWAll.Elymus.virginicus..","Elymus virginicus","Elymus","virginicus",NA,NA,"NW","All",0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021115.05,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.SEAll.Juncus.dudleyi..","Juncus dudleyi","Juncus","dudleyi",NA,NA,"SE","All",0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082716.37,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.SWAll.Carex.lacustris..","Carex lacustris","Carex","lacustris",NA,NA,"SW","All",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090315.54,0,NA,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.SWAll.Carex.cryptolepis..","Carex cryptolepis","Carex","cryptolepis",NA,NA,"SW","All",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082716.53,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NWA.Carex.blanda..","Carex blanda","Carex","blanda",NA,NA,"NW","A",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090117.02,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2020.15","s20200710.01","GRR.GJS.2020.15.AllAll.Rhynchospora.capillacea..","Rhynchospora capillacea","Rhynchospora","capillacea",NA,NA,"All","All",6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020071409.55,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA,0.1,"Graminoid"
"HGC2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.SWAll.Phleum.pratense..","Phleum pratense","Phleum","pratense",NA,NA,"SW","All",0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090315.54,0,NA,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2012.34","S12062501","GRR.GJS.2012.34.AllAll.Phalaris.arundinacea..","Phalaris arundinacea","Phalaris","arundinacea",NA,NA,"All","All",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012102415,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.SWA.Calamagrostis.canadensis..","Calamagrostis canadensis","Calamagrostis","canadensis",NA,NA,"SW","A",48.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021614.17,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,10,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2012.35","S12062502","GRR.GJS.2012.35.AllAll.Phalaris.arundinacea..","Phalaris arundinacea","Phalaris","arundinacea",NA,NA,"All","All",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012102415,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.26","DSP ER2","GRR.GJS.2015.26.SWA.Phalaris.arundinacea..","Phalaris arundinacea","Phalaris","arundinacea",NA,NA,"SW","A",99.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082416,0,NA,0,1,2,NA,NA,NA,NA,NA,NA,95,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SWAll.Elymus.hystrix..","Elymus hystrix","Elymus","hystrix",NA,NA,"SW","All",0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083110.38,0,NA,0,0.5,1,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2018.13","gs20180813.02","GRR.GJS.2018.13.AllAll.Carex...","Carex","Carex",NA,NA,NA,"All","All",0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018082713.27,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SWAll.Glyceria.striata..","Glyceria striata","Glyceria","striata",NA,NA,"SW","All",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082817.23,0,NA,0,0.25,1,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.27","DSP ER1","GRR.GJS.2015.27.NWA.Carex.stipata..","Carex stipata","Carex","stipata",NA,NA,"NW","A",0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082414,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Graminoid"
"HGC2","GRR.GJS.2015.27","DSP ER1","GRR.GJS.2015.27.NWA.Typha.angustifolia..","Typha angustifolia","Typha","angustifolia",NA,NA,"NW","A",37.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082414,0,NA,0,1,2,NA,NA,NA,NA,NA,NA,10,0,0,0,NA,NA,NA,NA,"Graminoid"
